ImageNumber,ObjectNumber,Children_DilateObjects1_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifyPrimaryObjects1
20,20,1,46.1,47.7,0,20,28
20,21,1,7.6,52.88,0,21,29
20,22,1,46.07142857142857,60.32142857142857,0,22,31
20,23,1,57.92,59.84,0,23,32
20,24,1,21.210526315789473,70.94736842105263,0,24,35
20,25,1,68.88235294117646,72.58823529411765,0,25,36
20,26,1,92.625,71.75,0,26,37
20,27,1,8.708333333333334,74.0,0,27,38
20,28,1,89.95652173913044,74.30434782608695,0,28,39
20,29,1,72.0,82.2,0,29,40
20,30,1,90.89473684210526,87.42105263157895,0,30,42
20,31,1,70.5,92.0,0,31,43
20,32,1,53.0,93.0,0,32,44
21,1,1,13.5,7.222222222222222,0,1,2
21,2,1,86.52941176470588,8.352941176470589,0,2,3
21,3,1,6.153846153846154,11.538461538461538,0,3,4
21,4,1,44.63157894736842,14.526315789473685,0,4,6
21,5,1,56.411764705882355,13.882352941176471,0,5,7
21,6,1,83.47368421052632,19.36842105263158,0,6,8
21,7,1,50.5,22.0,0,7,9
21,8,1,6.75,23.15,0,8,10
21,9,1,24.75,23.95,0,9,11
21,10,1,81.42857142857143,28.38095238095238,0,10,13
21,11,1,20.5,28.5,0,11,14
21,12,1,66.6842105263158,29.81578947368421,0,12,15
21,13,1,81.35,34.7,0,13,17
21,14,1,9.5,36.72727272727273,0,14,18
21,15,1,38.63157894736842,36.21052631578947,0,15,19
21,16,1,71.125,41.125,0,16,20
21,17,1,92.0,43.30769230769231,0,17,21
21,18,1,43.75,45.035714285714285,0,18,22
21,19,1,11.55,49.65,0,19,23
21,20,1,17.352941176470587,50.05882352941177,0,20,25
21,21,1,43.81818181818182,53.45454545454545,0,21,27
21,22,1,6.615384615384615,56.38461538461539,0,22,28
21,23,1,71.41176470588235,58.11764705882353,0,23,29
21,24,1,60.5,59.5,0,24,30
21,25,1,35.5,63.0,0,25,31
21,26,1,43.88235294117647,64.58823529411765,0,26,32
21,27,1,85.73913043478261,65.30434782608695,0,27,33
21,28,1,51.35,65.65,0,28,34
21,29,1,60.94117647058823,67.76470588235294,0,29,35
21,30,1,19.5,70.71428571428571,0,30,36
21,31,1,9.083333333333334,72.66666666666667,0,31,37
21,32,1,19.63157894736842,74.78947368421052,0,32,38
21,33,1,66.8,76.25,0,33,39
21,34,1,76.96296296296296,76.14814814814815,0,34,40
21,35,1,36.0,78.5,0,35,41
21,36,1,4.833333333333333,80.83333333333333,0,36,42
21,37,1,26.764705882352942,86.52941176470588,0,37,43
21,38,1,89.5,86.5,0,38,44
21,39,1,13.882352941176471,87.70588235294117,0,39,45
21,40,1,30.608695652173914,89.17391304347827,0,40,46
21,41,1,78.5,90.0,0,41,47
21,42,1,73.04761904761905,92.57142857142857,0,42,49
22,1,1,45.166666666666664,5.916666666666667,0,1,1
22,2,1,36.35294117647059,10.470588235294118,0,2,2
22,3,1,60.0,10.6,0,3,3
22,4,1,84.52941176470588,12.117647058823529,0,4,4
22,5,1,25.5,14.0,0,5,5
22,6,1,73.61538461538461,14.384615384615385,0,6,6
22,7,1,19.6,17.12,0,7,7
22,8,1,49.4,17.4,0,8,8
22,9,1,67.05555555555556,19.666666666666668,0,9,9
22,10,1,31.88235294117647,21.58823529411765,0,10,10
22,11,1,41.88235294117647,20.58823529411765,0,11,11
22,12,1,77.53846153846153,21.153846153846153,0,12,12
22,13,1,4.5,25.5,0,13,13
22,14,1,68.88235294117646,30.470588235294116,0,14,15
22,15,1,82.25,31.75,0,15,16
22,16,1,25.5,37.0,0,16,17
22,17,1,43.1,37.9,0,17,18
22,18,1,73.33333333333333,42.44444444444444,0,18,19
22,19,1,83.38095238095238,42.095238095238095,0,19,20
22,20,1,17.0,43.0,0,20,21
22,21,1,30.115384615384617,45.92307692307692,0,21,23
22,22,1,14.15,52.85,0,22,26
22,23,1,4.666666666666667,55.55555555555556,0,23,27
22,24,1,23.533333333333335,56.86666666666667,0,24,28
22,25,1,82.5,58.0,0,25,29
22,26,1,5.0,63.5,0,26,30
22,27,1,41.75,65.25,0,27,32
22,28,1,20.3,66.6,0,28,33
22,29,1,66.15384615384616,67.1923076923077,0,29,34
22,30,1,74.58823529411765,73.88235294117646,0,30,35
22,31,1,57.25,75.4375,0,31,36
22,32,1,30.964285714285715,80.92857142857143,0,32,38
22,33,1,62.38461538461539,80.61538461538461,0,33,39
22,34,1,24.866666666666667,83.66666666666667,0,34,40
22,35,1,69.04545454545455,86.77272727272727,0,35,41
22,36,1,12.307692307692308,90.0,0,36,42
22,37,1,44.46666666666667,90.06666666666666,0,37,43
22,38,1,84.80952380952381,89.76190476190476,0,38,44
22,39,1,39.56521739130435,90.82608695652173,0,39,45
22,40,1,27.15,93.05,0,40,46
23,1,1,87.5909090909091,8.954545454545455,0,1,2
23,2,1,72.65217391304348,15.478260869565217,0,2,3
23,3,1,63.43478260869565,18.08695652173913,0,3,4
23,4,1,32.0,19.0,0,4,5
23,5,1,91.625,23.25,0,5,6
23,6,1,28.5,27.77777777777778,0,6,8
23,7,1,70.0909090909091,33.18181818181818,0,7,9
23,8,1,26.90909090909091,34.36363636363637,0,8,10
23,9,1,53.38095238095238,34.57142857142857,0,9,11
23,10,1,90.4,35.4,0,10,12
23,11,1,35.5,37.0,0,11,13
23,12,1,82.0,42.142857142857146,0,12,14
23,13,1,49.76190476190476,45.333333333333336,0,13,15
23,14,1,70.25,46.45,0,14,16
23,15,1,21.24,47.96,0,15,17
23,16,1,29.933333333333334,49.266666666666666,0,16,18
23,17,1,77.0,56.64705882352941,0,17,19
23,18,1,5.363636363636363,58.90909090909091,0,18,20
23,19,1,4.5,69.5,0,19,22
23,20,1,64.5,70.5,0,20,24
23,21,1,29.235294117647058,83.23529411764706,0,21,25
24,1,1,58.5,26.5,0,1,3
24,2,1,89.9090909090909,27.09090909090909,0,2,4
24,3,1,4.875,32.125,0,3,5
24,4,1,79.8125,34.625,0,4,6
24,5,1,17.5,37.63636363636363,0,5,7
24,6,1,85.41176470588235,43.88235294117647,0,6,9
24,7,1,7.222222222222222,50.5,0,7,10
24,8,1,27.105263157894736,53.421052631578945,0,8,11
24,9,1,86.22222222222223,53.5,0,9,12
24,10,1,68.0,56.38095238095238,0,10,13
24,11,1,63.8235294117647,58.470588235294116,0,11,14
24,12,1,17.0,60.5,0,12,15
24,13,1,85.5,62.5,0,13,17
24,14,1,7.0,64.5,0,14,18
24,15,1,75.5,63.77777777777778,0,15,19
24,16,1,26.95,65.1,0,16,20
24,17,1,53.17857142857143,66.71428571428571,0,17,21
24,18,1,77.21428571428571,70.64285714285714,0,18,22
24,19,1,18.05,73.6,0,19,23
24,20,1,63.72727272727273,76.5,0,20,26
24,21,1,68.0,76.0,0,21,27
24,22,1,27.272727272727273,82.0,0,22,28
24,23,1,46.94736842105263,85.63157894736842,0,23,29
24,24,1,56.5,89.27272727272727,0,24,30
24,25,1,79.94117647058823,89.76470588235294,0,25,31
24,26,1,66.83333333333333,90.27777777777777,0,26,32
25,1,1,11.0,10.5,0,1,1
25,2,1,51.95,14.75,0,2,3
25,3,1,60.9,19.1,0,3,4
25,4,1,15.181818181818182,23.818181818181817,0,4,6
25,5,1,49.111111111111114,28.48148148148148,0,5,7
25,6,1,89.95,34.1,0,6,8
25,7,1,58.45454545454545,35.878787878787875,0,7,9
25,8,1,77.27272727272727,40.5,0,8,10
25,9,1,54.0,45.0,0,9,11
25,10,1,90.5,45.0,0,10,12
25,11,1,66.5,50.785714285714285,0,11,13
25,12,1,24.4,54.4,0,12,14
25,13,1,55.68181818181818,58.63636363636363,0,13,15
25,14,1,89.80952380952381,61.142857142857146,0,14,16
25,15,1,78.41176470588235,63.88235294117647,0,15,17
25,16,1,48.8421052631579,68.15789473684211,0,16,19
25,17,1,69.61904761904762,71.57142857142857,0,17,20
25,18,1,88.5,73.5,0,18,21
25,19,1,25.42105263157895,77.10526315789474,0,19,23
25,20,1,47.88235294117647,77.41176470588235,0,20,24
25,21,1,36.4375,79.75,0,21,25
25,22,1,69.92,85.6,0,22,27
25,23,1,84.5,86.5,0,23,28
25,24,1,49.411764705882355,86.88235294117646,0,24,29
25,25,1,38.0,91.5,0,25,30
25,26,1,28.875,93.125,0,26,31
26,1,1,4.9411764705882355,8.647058823529411,0,1,1
26,2,1,68.4,10.6,0,2,2
26,3,1,17.666666666666668,17.0,0,3,3
26,4,1,31.75,26.75,0,4,4
26,5,1,18.6,27.6,0,5,5
26,6,1,6.333333333333333,36.55555555555556,0,6,8
26,7,1,23.842105263157894,36.8421052631579,0,7,9
26,8,1,42.90909090909091,40.09090909090909,0,8,11
26,9,1,25.90909090909091,47.09090909090909,0,9,12
26,10,1,8.5,48.22222222222222,0,10,13
26,11,1,28.8,61.85,0,11,17
26,12,1,39.333333333333336,64.0,0,12,18
26,13,1,17.333333333333332,74.19047619047619,0,13,19
26,14,1,30.88235294117647,74.58823529411765,0,14,20
26,15,1,27.88235294117647,84.41176470588235,0,15,21
26,16,1,43.23076923076923,92.23076923076923,0,16,23
27,1,1,47.5,5.5,0,1,1
27,2,1,92.0,6.0,0,2,2
27,3,1,14.333333333333334,10.0,0,3,3
27,4,1,60.77272727272727,13.181818181818182,0,4,5
27,5,1,70.3,13.7,0,5,6
27,6,1,13.4,14.4,0,6,8
27,7,1,47.391304347826086,19.08695652173913,0,7,9
27,8,1,29.681818181818183,20.363636363636363,0,8,10
27,9,1,59.1578947368421,25.157894736842106,0,9,11
27,10,1,13.0,26.210526315789473,0,10,12
27,11,1,29.31578947368421,26.42105263157895,0,11,13
27,12,1,70.85714285714286,28.857142857142858,0,12,14
27,13,1,53.34782608695652,38.91304347826087,0,13,16
27,14,1,67.0,40.0,0,14,17
27,15,1,62.59090909090909,43.81818181818182,0,15,18
27,16,1,27.4,45.4,0,16,19
27,17,1,35.588235294117645,48.88235294117647,0,17,20
27,18,1,83.47058823529412,49.35294117647059,0,18,21
27,19,1,60.10526315789474,52.578947368421055,0,19,22
27,20,1,78.42105263157895,55.89473684210526,0,20,23
27,21,1,5.235294117647059,56.94117647058823,0,21,24
27,22,1,21.466666666666665,56.666666666666664,0,22,25
27,23,1,40.958333333333336,62.25,0,23,27
27,24,1,73.2,72.33333333333333,0,24,28
27,25,1,34.80952380952381,76.42857142857143,0,25,29
27,26,1,79.27777777777777,77.83333333333333,0,26,30
27,27,1,56.5625,77.75,0,27,31
27,28,1,45.95,80.1,0,28,34
27,29,1,92.5,82.5,0,29,35
27,30,1,40.8421052631579,87.15789473684211,0,30,36
27,31,1,63.42857142857143,86.61904761904762,0,31,37
27,32,1,79.11764705882354,90.58823529411765,0,32,38
27,33,1,33.5,92.71428571428571,0,33,39
28,1,1,8.894736842105264,8.578947368421053,0,1,1
28,2,1,86.5,13.0,0,2,3
28,3,1,9.105263157894736,17.57894736842105,0,3,4
28,4,1,74.72222222222223,18.5,0,4,5
28,5,1,37.17391304347826,19.956521739130434,0,5,6
28,6,1,48.86666666666667,19.533333333333335,0,6,7
28,7,1,61.88235294117647,19.58823529411765,0,7,8
28,8,1,84.36363636363636,23.09090909090909,0,8,9
28,9,1,69.38888888888889,25.77777777777778,0,9,10
28,10,1,30.80952380952381,28.952380952380953,0,10,11
28,11,1,51.75,30.95,0,11,12
28,12,1,11.11111111111111,32.27777777777778,0,12,13
28,13,1,42.11764705882353,31.58823529411765,0,13,14
28,14,1,79.0,33.5,0,14,16
28,15,1,68.72222222222223,33.888888888888886,0,15,17
28,16,1,22.14814814814815,36.03703703703704,0,16,18
28,17,1,49.470588235294116,41.35294117647059,0,17,19
28,18,1,92.5,42.0,0,18,21
28,19,1,13.0,43.333333333333336,0,19,22
28,20,1,58.411764705882355,46.11764705882353,0,20,23
28,21,1,29.789473684210527,48.0,0,21,24
28,22,1,84.07692307692308,48.88461538461539,0,22,25
28,23,1,19.0,50.5,0,23,26
28,24,1,69.70588235294117,52.05882352941177,0,24,27
28,25,1,46.0,54.0,0,25,28
28,26,1,68.88888888888889,55.666666666666664,0,26,29
28,27,1,92.0,53.5,0,27,30
28,28,1,20.88235294117647,58.588235294117645,0,28,32
28,29,1,79.3157894736842,61.421052631578945,0,29,33
28,30,1,35.5,64.5,0,30,34
28,31,1,64.5,65.5,0,31,35
28,32,1,16.5,65.5,0,32,36
28,33,1,46.68181818181818,67.72727272727273,0,33,38
28,34,1,87.5,68.5,0,34,39
28,35,1,14.19047619047619,74.95238095238095,0,35,40
28,36,1,24.0,75.5,0,36,41
28,37,1,64.85,76.3,0,37,42
28,38,1,74.58823529411765,77.11764705882354,0,38,43
28,39,1,88.11764705882354,77.58823529411765,0,39,44
28,40,1,28.636363636363637,81.0909090909091,0,40,45
28,41,1,42.285714285714285,83.5,0,41,46
28,42,1,92.07142857142857,85.14285714285714,0,42,47
28,43,1,43.46666666666667,90.13333333333334,0,43,48
28,44,1,18.90909090909091,91.0909090909091,0,44,49
28,45,1,56.5,93.2,0,45,50
29,1,1,89.9090909090909,8.090909090909092,0,1,1
29,2,1,81.0,12.0,0,2,2
29,3,1,13.476190476190476,12.857142857142858,0,3,3
29,4,1,55.95,13.9,0,4,5
29,5,1,67.0,16.666666666666668,0,5,6
29,6,1,92.15384615384616,19.0,0,6,7
29,7,1,85.8,20.0,0,7,8
29,8,1,68.0,24.0,0,8,9
29,9,1,79.58823529411765,23.88235294117647,0,9,10
29,10,1,90.29411764705883,31.88235294117647,0,10,13
29,11,1,26.76,36.12,0,11,14
29,12,1,81.11764705882354,36.411764705882355,0,12,15
29,13,1,35.05263157894737,36.78947368421053,0,13,16
29,14,1,45.34782608695652,40.52173913043478,0,14,17
29,15,1,61.55,39.75,0,15,18
29,16,1,16.666666666666668,44.111111111111114,0,16,19
29,17,1,39.90909090909091,49.5,0,17,20
29,18,1,46.666666666666664,56.46666666666667,0,18,22
29,19,1,66.125,60.875,0,19,24
29,20,1,50.75,62.5625,0,20,25
29,21,1,89.0,65.5,0,21,26
29,22,1,57.75,68.5625,0,22,27
29,23,1,28.77777777777778,70.5,0,23,28
29,24,1,69.89473684210526,71.0,0,24,29
29,25,1,44.75,74.375,0,25,30
29,26,1,36.411764705882355,75.11764705882354,0,26,31
29,27,1,77.33333333333333,74.73333333333333,0,27,32
29,28,1,4.928571428571429,77.14285714285714,0,28,33
29,29,1,59.107142857142854,79.03571428571429,0,29,34
29,30,1,82.8695652173913,82.78260869565217,0,30,35
29,31,1,42.42857142857143,85.38095238095238,0,31,37
29,32,1,8.75,91.25,0,32,39
29,33,1,65.25,91.6,0,33,40
30,1,1,54.89473684210526,9.578947368421053,0,1,1
30,2,1,74.72727272727273,10.318181818181818,0,2,2
30,3,1,79.71428571428571,13.357142857142858,0,3,3
30,4,1,22.5,15.5,0,4,4
30,5,1,33.57142857142857,17.61904761904762,0,5,6
30,6,1,19.5,23.5,0,6,7
30,7,1,7.421052631578948,23.894736842105264,0,7,8
30,8,1,39.88235294117647,25.41176470588235,0,8,9
30,9,1,89.5,28.5,0,9,10
30,10,1,15.090909090909092,29.90909090909091,0,10,11
30,11,1,25.58823529411765,31.11764705882353,0,11,12
30,12,1,59.36842105263158,32.473684210526315,0,12,13
30,13,1,36.55555555555556,33.333333333333336,0,13,14
30,14,1,6.5,37.0,0,14,15
30,15,1,39.47826086956522,37.95652173913044,0,15,16
30,16,1,49.0,37.5,0,16,17
30,17,1,59.705882352941174,43.411764705882355,0,17,18
30,18,1,89.0,43.0,0,18,19
30,19,1,68.4,46.4,0,19,20
30,20,1,31.6,48.4,0,20,21
30,21,1,24.0,50.5,0,21,22
30,22,1,82.0,50.5,0,22,23
30,23,1,92.0,51.5,0,23,24
30,24,1,13.882352941176471,53.588235294117645,0,24,25
30,25,1,47.5,57.22222222222222,0,25,27
30,26,1,65.125,56.875,0,26,28
30,27,1,72.5,58.0,0,27,29
30,28,1,29.157894736842106,59.8421052631579,0,28,30
30,29,1,82.36363636363636,59.90909090909091,0,29,31
30,30,1,91.6,60.4,0,30,32
30,31,1,39.888888888888886,63.44444444444444,0,31,33
30,32,1,17.074074074074073,66.92592592592592,0,32,34
30,33,1,59.81818181818182,65.68181818181819,0,33,35
30,34,1,87.4,68.6,0,34,36
30,35,1,45.526315789473685,72.63157894736842,0,35,37
30,36,1,25.95,76.1,0,36,38
30,37,1,61.75,79.5625,0,37,39
30,38,1,49.285714285714285,82.5,0,38,42
30,39,1,69.75,83.25,0,39,43
30,40,1,56.05,86.9,0,40,45
30,41,1,6.588235294117647,88.11764705882354,0,41,46
30,42,1,80.43478260869566,91.6086956521739,0,42,47
31,1,1,49.5,6.5,0,1,1
31,2,1,88.61904761904762,10.428571428571429,0,2,2
31,3,1,62.4,10.6,0,3,3
31,4,1,75.11764705882354,15.411764705882353,0,4,4
31,5,1,44.578947368421055,17.105263157894736,0,5,5
31,6,1,57.714285714285715,18.666666666666668,0,6,6
31,7,1,87.05,19.4,0,7,7
31,8,1,36.8421052631579,24.842105263157894,0,8,8
31,9,1,72.95,26.1,0,9,9
31,10,1,53.6,28.6,0,10,10
31,11,1,83.6470588235294,28.529411764705884,0,11,11
31,12,1,29.125,34.0625,0,12,12
31,13,1,65.72,34.84,0,13,13
31,14,1,79.45454545454545,38.27272727272727,0,14,14
31,15,1,15.222222222222221,41.5,0,15,15
31,16,1,77.77777777777777,42.666666666666664,0,16,17
31,17,1,41.25,48.375,0,17,19
31,18,1,60.0,48.5,0,18,20
31,19,1,53.5,54.5,0,19,22
31,20,1,87.5,56.5,0,20,23
31,21,1,77.2,58.0,0,21,24
31,22,1,24.88235294117647,58.588235294117645,0,22,25
31,23,1,41.04761904761905,58.80952380952381,0,23,26
31,24,1,67.41176470588235,64.11764705882354,0,24,27
31,25,1,16.1,65.2,0,25,28
31,26,1,46.0,68.0,0,26,29
31,27,1,29.8125,70.375,0,27,30
31,28,1,11.0,72.5,0,28,31
31,29,1,57.4,73.6,0,29,32
31,30,1,67.4,74.4,0,30,33
31,31,1,91.58333333333333,76.20833333333333,0,31,34
31,32,1,19.88235294117647,81.58823529411765,0,32,35
31,33,1,81.42857142857143,81.61904761904762,0,33,36
31,34,1,9.470588235294118,81.3529411764706,0,34,37
31,35,1,52.375,82.25,0,35,38
31,36,1,40.333333333333336,83.11111111111111,0,36,39
31,37,1,45.6,89.6,0,37,41
31,38,1,17.928571428571427,91.71428571428571,0,38,42
31,39,1,31.58823529411765,91.88235294117646,0,39,43
32,1,1,11.526315789473685,7.157894736842105,0,1,1
32,2,1,86.0,9.5,0,2,2
32,3,1,52.5,10.222222222222221,0,3,3
32,4,1,61.0,10.0,0,4,4
32,5,1,9.909090909090908,11.363636363636363,0,5,5
32,6,1,70.57894736842105,18.105263157894736,0,6,6
32,7,1,32.27777777777778,23.38888888888889,0,7,8
32,8,1,9.363636363636363,27.09090909090909,0,8,10
32,9,1,43.111111111111114,27.27777777777778,0,9,11
32,10,1,66.0,31.0,0,10,12
32,11,1,91.41666666666667,32.541666666666664,0,11,13
32,12,1,49.625,33.1875,0,12,14
32,13,1,35.25,39.375,0,13,15
32,14,1,42.5,41.22222222222222,0,14,16
32,15,1,63.5625,41.75,0,15,17
32,16,1,85.875,41.666666666666664,0,16,18
32,17,1,49.8421052631579,45.0,0,17,19
32,18,1,23.8,44.88,0,18,20
32,19,1,13.476190476190476,50.666666666666664,0,19,21
32,20,1,37.857142857142854,52.285714285714285,0,20,22
32,21,1,75.08,51.88,0,21,23
32,22,1,55.473684210526315,53.36842105263158,0,22,24
32,23,1,46.0,55.5,0,23,25
32,24,1,84.19047619047619,58.95238095238095,0,24,26
32,25,1,35.23076923076923,62.76923076923077,0,25,27
32,26,1,45.166666666666664,63.72222222222222,0,26,28
32,27,1,64.8125,64.9375,0,27,29
32,28,1,92.15384615384616,66.23076923076923,0,28,30
32,29,1,71.82608695652173,69.95652173913044,0,29,32
32,30,1,50.5,71.5,0,30,33
32,31,1,26.0,71.5,0,31,34
32,32,1,34.25,72.625,0,32,35
32,33,1,85.47058823529412,74.3529411764706,0,33,36
32,34,1,56.464285714285715,78.71428571428571,0,34,37
32,35,1,45.6,81.6,0,35,41
32,36,1,91.75,82.41666666666667,0,36,42
32,37,1,20.4,83.6,0,37,44
32,38,1,12.857142857142858,88.85714285714286,0,38,45
32,39,1,42.266666666666666,90.33333333333333,0,39,47
32,40,1,23.083333333333332,93.25,0,40,48
33,1,1,21.5,5.5,0,1,1
33,2,1,36.30769230769231,6.0,0,2,2
33,3,1,84.0,6.285714285714286,0,3,3
33,4,1,55.5,12.0,0,4,5
33,5,1,6.15,15.85,0,5,7
33,6,1,38.3,16.1,0,6,8
33,7,1,68.84210526315789,16.157894736842106,0,7,9
33,8,1,59.11764705882353,20.58823529411765,0,8,10
33,9,1,13.5,22.714285714285715,0,9,11
33,10,1,63.583333333333336,32.333333333333336,0,10,15
33,11,1,91.22222222222223,32.5,0,11,16
33,12,1,15.4,32.6,0,12,17
33,13,1,24.51851851851852,37.666666666666664,0,13,18
33,14,1,39.875,43.125,0,14,19
33,15,1,89.5,42.5,0,15,20
33,16,1,31.555555555555557,45.333333333333336,0,16,21
33,17,1,11.0,45.5,0,17,22
33,18,1,29.11764705882353,51.88235294117647,0,18,24
33,19,1,84.86666666666666,52.53333333333333,0,19,25
33,20,1,52.46666666666667,52.86666666666667,0,20,26
33,21,1,75.72222222222223,57.166666666666664,0,21,27
33,22,1,11.266666666666667,60.93333333333333,0,22,28
33,23,1,83.5,63.5,0,23,29
33,24,1,55.285714285714285,65.5,0,24,30
33,25,1,75.15384615384616,66.61538461538461,0,25,31
33,26,1,37.55555555555556,67.11111111111111,0,26,32
33,27,1,16.5,67.71428571428571,0,27,33
33,28,1,40.5625,68.5,0,28,34
33,29,1,25.5,69.5,0,29,35
33,30,1,90.66666666666667,69.0,0,30,36
33,31,1,78.8,69.6,0,31,38
33,32,1,7.0,73.5,0,32,39
33,33,1,70.05555555555556,73.88888888888889,0,33,40
33,34,1,31.5,75.71428571428571,0,34,41
33,35,1,14.0,83.5,0,35,42
33,36,1,31.90909090909091,83.9090909090909,0,36,43
33,37,1,87.34482758620689,82.75862068965517,0,37,45
33,38,1,65.41176470588235,85.88235294117646,0,38,46
33,39,1,46.0,86.0,0,39,47
33,40,1,54.3,91.1,0,40,48
33,41,1,78.5,93.5,0,41,49
34,1,1,39.11764705882353,7.588235294117647,0,1,1
34,2,1,88.25,7.95,0,2,2
34,3,1,28.235294117647058,10.235294117647058,0,3,3
34,4,1,48.5,14.5,0,4,6
34,5,1,75.21739130434783,17.956521739130434,0,5,9
34,6,1,37.875,23.875,0,6,10
34,7,1,63.714285714285715,23.5,0,7,11
34,8,1,5.285714285714286,25.5,0,8,12
34,9,1,48.4,26.2,0,9,13
34,10,1,85.6,25.6,0,10,14
34,11,1,73.11764705882354,26.58823529411765,0,11,15
34,12,1,13.6,31.4,0,12,16
34,13,1,32.0,31.5,0,13,17
34,14,1,41.625,32.25,0,14,18
34,15,1,58.72,33.36,0,15,19
34,16,1,72.41176470588235,36.11764705882353,0,16,20
34,17,1,22.11764705882353,37.588235294117645,0,17,21
34,18,1,52.333333333333336,41.666666666666664,0,18,22
34,19,1,64.21428571428571,44.357142857142854,0,19,23
34,20,1,82.0,44.5,0,20,24
34,21,1,41.88235294117647,45.411764705882355,0,21,25
34,22,1,10.0,47.666666666666664,0,22,26
34,23,1,90.88235294117646,48.470588235294116,0,23,27
34,24,1,60.75,51.4375,0,24,29
34,25,1,30.77777777777778,57.5,0,25,30
34,26,1,83.4,56.6,0,26,31
34,27,1,70.41176470588235,58.11764705882353,0,27,32
34,28,1,76.57894736842105,65.57894736842105,0,28,33
34,29,1,88.11764705882354,67.58823529411765,0,29,34
34,30,1,58.10526315789474,67.57894736842105,0,30,35
34,31,1,19.95,70.15,0,31,37
34,32,1,11.5625,72.25,0,32,38
34,33,1,79.0,73.33333333333333,0,33,39
34,34,1,91.0,77.33333333333333,0,34,40
34,35,1,64.19047619047619,78.71428571428571,0,35,41
34,36,1,53.411764705882355,81.11764705882354,0,36,42
34,37,1,18.22222222222222,83.03703703703704,0,37,43
34,38,1,44.111111111111114,84.88888888888889,0,38,44
34,39,1,92.2,85.5,0,39,45
34,40,1,76.0,88.0,0,40,47
34,41,1,83.84615384615384,89.53846153846153,0,41,48
35,1,1,26.5,6.0,0,1,1
35,2,1,78.61538461538461,6.384615384615385,0,2,2
35,3,1,18.0,9.636363636363637,0,3,3
35,4,1,41.64705882352941,12.470588235294118,0,4,5
35,5,1,76.42105263157895,14.421052631578947,0,5,6
35,6,1,12.285714285714286,18.5,0,6,8
35,7,1,44.5,22.0,0,7,9
35,8,1,91.5,21.5,0,8,10
35,9,1,82.64285714285714,25.5,0,9,11
35,10,1,53.8,28.85,0,10,12
35,11,1,90.58823529411765,30.11764705882353,0,11,13
35,12,1,67.95,34.75,0,12,14
35,13,1,5.777777777777778,37.5,0,13,15
35,14,1,86.5,40.0,0,14,17
35,15,1,36.5,45.0,0,15,18
35,16,1,18.58823529411765,46.11764705882353,0,16,19
35,17,1,9.6,47.4,0,17,20
35,18,1,26.5,47.5,0,18,21
35,19,1,44.411764705882355,46.88235294117647,0,19,22
35,20,1,64.94444444444444,47.166666666666664,0,20,23
35,21,1,73.5,48.5,0,21,24
35,22,1,89.3157894736842,50.0,0,22,25
35,23,1,52.0,55.8,0,23,26
35,24,1,22.5,57.5,0,24,27
35,25,1,77.125,57.125,0,25,28
35,26,1,68.5,59.0,0,26,29
35,27,1,86.1,60.05,0,27,30
35,28,1,35.64705882352941,61.529411764705884,0,28,31
35,29,1,59.23809523809524,61.714285714285715,0,29,32
35,30,1,7.0,62.5,0,30,33
35,31,1,28.75,69.66666666666667,0,31,35
35,32,1,20.157894736842106,70.84210526315789,0,32,36
35,33,1,11.588235294117647,73.11764705882354,0,33,39
35,34,1,29.0,77.5,0,34,40
35,35,1,6.0,79.0,0,35,41
35,36,1,64.9,79.05,0,36,42
35,37,1,39.72222222222222,82.88888888888889,0,37,44
35,38,1,80.0,84.0,0,38,45
35,39,1,27.041666666666668,85.625,0,39,46
35,40,1,4.636363636363637,89.9090909090909,0,40,47
35,41,1,16.25,91.45,0,41,48
35,42,1,41.63636363636363,93.0909090909091,0,42,50
35,43,1,72.53846153846153,92.84615384615384,0,43,51
36,1,1,49.08695652173913,9.217391304347826,0,1,1
36,2,1,11.0,9.789473684210526,0,2,2
36,3,1,30.0,9.5,0,3,3
36,4,1,61.25,10.75,0,4,4
36,5,1,71.5,16.0,0,5,5
36,6,1,5.285714285714286,17.5,0,6,6
36,7,1,28.75,18.6,0,7,7
36,8,1,30.63157894736842,25.789473684210527,0,8,10
36,9,1,50.04761904761905,28.19047619047619,0,9,11
36,10,1,88.33333333333333,28.333333333333332,0,10,12
36,11,1,64.2,28.8,0,11,13
36,12,1,15.0,30.0,0,12,14
36,13,1,79.25,31.7,0,13,15
36,14,1,61.421052631578945,32.63157894736842,0,14,16
36,15,1,28.90909090909091,34.09090909090909,0,15,17
36,16,1,38.608695652173914,36.869565217391305,0,16,18
36,17,1,66.38461538461539,41.61538461538461,0,17,20
36,18,1,84.88888888888889,44.111111111111114,0,18,21
36,19,1,29.58823529411765,44.11764705882353,0,19,22
36,20,1,73.2,45.0,0,20,23
36,21,1,46.5,47.0,0,21,24
36,22,1,58.476190476190474,47.714285714285715,0,22,25
36,23,1,92.5,50.5,0,23,26
36,24,1,41.5,53.714285714285715,0,24,28
36,25,1,79.13636363636364,54.27272727272727,0,25,29
36,26,1,6.466666666666667,55.833333333333336,0,26,30
36,27,1,57.11764705882353,60.588235294117645,0,27,31
36,28,1,90.89473684210526,59.578947368421055,0,28,32
36,29,1,25.4,61.4,0,29,33
36,30,1,64.88235294117646,61.588235294117645,0,30,34
