ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_IdentifyPrimaryObjects1
27,21,5.0,57.0,0,21,24
27,22,21.0,57.0,0,22,25
27,23,41.0,62.0,0,23,27
27,24,73.0,72.0,0,24,28
27,25,35.0,76.0,0,25,29
27,26,57.0,78.0,0,26,31
27,27,79.0,78.0,0,27,30
27,28,46.0,80.0,0,28,34
27,29,93.0,83.0,0,29,35
27,30,41.0,87.0,0,30,36
27,31,63.0,87.0,0,31,37
27,32,79.0,91.0,0,32,38
27,33,34.0,93.0,0,33,39
28,1,9.0,9.0,0,1,1
28,2,87.0,13.0,0,2,3
28,3,9.0,18.0,0,3,4
28,4,75.0,19.0,0,4,5
28,5,37.0,20.0,0,5,6
28,6,49.0,20.0,0,6,7
28,7,62.0,20.0,0,7,8
28,8,84.0,23.0,0,8,9
28,9,69.0,26.0,0,9,10
28,10,31.0,29.0,0,10,11
28,11,52.0,31.0,0,11,12
28,12,11.0,32.0,0,12,13
28,13,42.0,32.0,0,13,14
28,14,69.0,34.0,0,14,17
28,15,79.0,34.0,0,15,16
28,16,22.0,36.0,0,16,18
28,17,49.0,41.0,0,17,19
28,18,93.0,42.0,0,18,21
28,19,13.0,43.0,0,19,22
28,20,58.0,46.0,0,20,23
28,21,30.0,48.0,0,21,24
28,22,84.0,49.0,0,22,25
28,23,19.0,51.0,0,23,26
28,24,69.9090909090909,52.09090909090909,0,24,27
28,25,46.0,54.0,0,25,28
28,26,92.0,54.0,0,26,30
28,27,69.0,56.333333333333336,0,27,29
28,28,21.0,59.0,0,28,32
28,29,79.0,61.0,0,29,33
28,30,36.0,65.0,0,30,34
28,31,17.0,66.0,0,31,36
28,32,65.0,66.0,0,32,35
28,33,47.0,68.0,0,33,38
28,34,88.0,69.0,0,34,39
28,35,14.0,75.0,0,35,40
28,36,24.0,76.0,0,36,41
28,37,65.0,76.0,0,37,42
28,38,75.0,77.0,0,38,43
28,39,88.0,78.0,0,39,44
28,40,29.0,81.0,0,40,45
28,41,42.0,84.0,0,41,46
28,42,92.0,85.0,0,42,47
28,43,43.0,90.0,0,43,48
28,44,19.0,91.0,0,44,49
28,45,57.0,93.0,0,45,50
29,1,90.0,8.0,0,1,1
29,2,81.0,12.0,0,2,2
29,3,13.0,13.0,0,3,3
29,4,56.0,14.0,0,4,5
29,5,67.0,17.0,0,5,6
29,6,92.0,19.0,0,6,7
29,7,86.0,20.0,0,7,8
29,8,68.0,24.0,0,8,9
29,9,80.0,24.0,0,9,10
29,10,90.0,32.0,0,10,13
29,11,27.0,36.0,0,11,14
29,12,81.0,36.0,0,12,15
29,13,35.0,37.0,0,13,16
29,14,62.0,40.0,0,14,18
29,15,45.0,41.0,0,15,17
29,16,17.0,44.0,0,16,19
29,17,40.0,50.0,0,17,20
29,18,47.0,56.0,0,18,22
29,19,66.0,61.0,0,19,24
29,20,51.0,63.0,0,20,25
29,21,89.0,66.0,0,21,26
29,22,58.0,69.0,0,22,27
29,23,29.0,71.0,0,23,28
29,24,70.0,71.0,0,24,29
29,25,45.0,74.0,0,25,30
29,26,36.0,75.0,0,26,31
29,27,77.0,75.0,0,27,32
29,28,5.0,77.0,0,28,33
29,29,59.0,79.0,0,29,34
29,30,83.0,83.0,0,30,35
29,31,42.0,85.0,0,31,37
29,32,9.0,91.0,0,32,39
29,33,65.0,92.0,0,33,40
30,1,55.0,10.0,0,1,1
30,2,75.0,10.0,0,2,2
30,3,80.0,13.0,0,3,3
30,4,23.0,16.0,0,4,4
30,5,34.0,18.0,0,5,6
30,6,7.0,24.0,0,6,8
30,7,20.0,24.0,0,7,7
30,8,40.0,25.0,0,8,9
30,9,90.0,29.0,0,9,10
30,10,15.0,30.0,0,10,11
30,11,26.0,31.0,0,11,12
30,12,59.0,32.0,0,12,13
30,13,37.0,33.0,0,13,14
30,14,7.0,37.0,0,14,15
30,15,39.0,38.0,0,15,16
30,16,49.0,38.0,0,16,17
30,17,60.0,43.0,0,17,18
30,18,89.0,43.0,0,18,19
30,19,68.0,46.0,0,19,20
30,20,32.0,48.0,0,20,21
30,21,24.0,51.0,0,21,22
30,22,82.0,51.0,0,22,23
30,23,92.0,52.0,0,23,24
30,24,14.0,54.0,0,24,25
30,25,48.0,57.0,0,25,27
30,26,65.0,57.0,0,26,28
30,27,73.0,58.0,0,27,29
30,28,29.0,60.0,0,28,30
30,29,82.0,60.0,0,29,31
30,30,92.0,60.0,0,30,32
30,31,40.0,63.0,0,31,33
30,32,60.0,66.0,0,32,35
30,33,17.0,67.0,0,33,34
30,34,87.0,69.0,0,34,36
30,35,46.0,73.0,0,35,37
30,36,26.0,76.0,0,36,38
30,37,62.0,80.0,0,37,39
30,38,49.0,83.0,0,38,42
30,39,70.0,83.0,0,39,43
30,40,56.0,87.0,0,40,45
30,41,7.0,88.0,0,41,46
30,42,80.0,92.0,0,42,47
31,1,50.0,7.0,0,1,1
31,2,89.0,10.0,0,2,2
31,3,62.0,11.0,0,3,3
31,4,75.0,15.0,0,4,4
31,5,45.0,17.0,0,5,5
31,6,58.0,19.0,0,6,6
31,7,87.0,19.0,0,7,7
31,8,37.0,25.0,0,8,8
31,9,73.0,26.0,0,9,9
31,10,54.0,29.0,0,10,10
31,11,84.0,29.0,0,11,11
31,12,29.0,34.0,0,12,12
31,13,66.0,35.0,0,13,13
31,14,79.0,38.0,0,14,14
31,15,15.0,42.0,0,15,15
31,16,78.0,43.0,0,16,17
31,17,41.0,48.0,0,17,19
31,18,60.0,49.0,0,18,20
31,19,54.0,55.0,0,19,22
31,20,88.0,57.0,0,20,23
31,21,77.0,58.0,0,21,24
31,22,25.0,59.0,0,22,25
31,23,41.0,59.0,0,23,26
31,24,67.0,64.0,0,24,27
31,25,16.0,65.0,0,25,28
31,26,46.0,68.0,0,26,29
31,27,30.0,70.0,0,27,30
31,28,11.0,73.0,0,28,31
31,29,57.0,74.0,0,29,32
31,30,67.0,74.0,0,30,33
31,31,92.0,76.0,0,31,34
31,32,9.0,81.0,0,32,37
31,33,20.0,82.0,0,33,35
31,34,52.0,82.0,0,34,38
31,35,81.0,82.0,0,35,36
31,36,40.0,83.0,0,36,39
31,37,46.0,90.0,0,37,41
31,38,18.0,92.0,0,38,42
31,39,32.0,92.0,0,39,43
32,1,12.0,7.0,0,1,1
32,2,53.0,10.0,0,2,3
32,3,61.0,10.0,0,3,4
32,4,86.0,10.0,0,4,2
32,5,10.090909090909092,10.909090909090908,0,5,5
32,6,71.0,18.0,0,6,6
32,7,32.0,23.0,0,7,8
32,8,9.0,27.0,0,8,10
32,9,43.0,27.0,0,9,11
32,10,66.0,31.0,0,10,12
32,11,50.0,33.0,0,11,14
32,12,91.0,33.0,0,12,13
32,13,35.0,39.0,0,13,15
32,14,43.0,41.0,0,14,16
32,15,64.0,42.0,0,15,17
32,16,86.0,42.0,0,16,18
32,17,24.0,45.0,0,17,20
32,18,50.0,45.0,0,18,19
32,19,13.0,51.0,0,19,21
32,20,38.0,52.0,0,20,22
32,21,75.0,52.0,0,21,23
32,22,55.0,53.0,0,22,24
32,23,46.0,56.0,0,23,25
32,24,84.0,59.0,0,24,26
32,25,35.0,63.0,0,25,27
32,26,45.0,64.0,0,26,28
32,27,65.0,65.0,0,27,29
32,28,92.0,66.0,0,28,30
32,29,72.0,70.0,0,29,32
32,30,26.0,72.0,0,30,34
32,31,51.0,72.0,0,31,33
32,32,34.0,73.0,0,32,35
32,33,85.0,74.0,0,33,36
32,34,56.0,79.0,0,34,37
32,35,46.0,82.0,0,35,41
32,36,92.0,82.0,0,36,42
32,37,20.0,84.0,0,37,44
32,38,13.0,89.0,0,38,45
32,39,42.0,90.0,0,39,47
32,40,23.0,93.0,0,40,48
33,1,22.0,6.0,0,1,1
33,2,36.0,6.0,0,2,2
33,3,84.0,6.0,0,3,3
33,4,56.0,12.0,0,4,5
33,5,6.0,16.0,0,5,7
33,6,38.0,16.0,0,6,8
33,7,69.0,16.0,0,7,9
33,8,59.0,21.0,0,8,10
33,9,14.0,23.0,0,9,11
33,10,64.0,32.0,0,10,15
33,11,15.0,33.0,0,11,17
33,12,91.0,33.0,0,12,16
33,13,25.0,38.0,0,13,18
33,14,40.0,43.0,0,14,19
33,15,90.0,43.0,0,15,20
33,16,32.0,45.0,0,16,21
33,17,11.0,46.0,0,17,22
33,18,29.0,52.0,0,18,24
33,19,52.0,53.0,0,19,26
33,20,85.0,53.0,0,20,25
33,21,76.0,57.0,0,21,27
33,22,11.0,61.0,0,22,28
33,23,84.0,64.0,0,23,29
33,24,55.0,66.0,0,24,30
33,25,37.72222222222222,66.83333333333333,0,25,32
33,26,75.0909090909091,67.0909090909091,0,26,31
33,27,17.0,68.0,0,27,33
33,28,41.1,69.05,0,28,34
33,29,91.0,69.0,0,29,36
33,30,26.0,70.0,0,30,35
33,31,79.1,70.05,0,31,38
33,32,7.0,74.0,0,32,39
33,33,70.0,74.0,0,33,40
33,34,32.0,76.0,0,34,41
33,35,87.0,83.0,0,35,45
33,36,14.0,84.0,0,36,42
33,37,32.0,84.0,0,37,43
33,38,46.0,86.0,0,38,47
33,39,65.0,86.0,0,39,46
33,40,54.0,91.0,0,40,48
33,41,79.0,94.0,0,41,49
34,1,39.0,8.0,0,1,1
34,2,88.0,8.0,0,2,2
34,3,28.0,10.0,0,3,3
34,4,49.0,15.0,0,4,6
34,5,75.0,18.0,0,5,9
34,6,38.0,24.0,0,6,10
34,7,64.0,24.0,0,7,11
34,8,5.0,26.0,0,8,12
34,9,48.0,26.0,0,9,13
34,10,86.0,26.0,0,10,14
34,11,73.0,27.0,0,11,15
34,12,14.0,31.0,0,12,16
34,13,32.0,32.0,0,13,17
34,14,42.0,32.0,0,14,18
34,15,59.0,33.0,0,15,19
34,16,72.0,36.0,0,16,20
34,17,22.0,38.0,0,17,21
34,18,52.0,42.0,0,18,22
34,19,64.0,44.0,0,19,23
34,20,42.0,45.0,0,20,25
34,21,82.0,45.0,0,21,24
34,22,10.0,48.0,0,22,26
34,23,91.0,48.0,0,23,27
34,24,61.0,51.0,0,24,29
34,25,83.0,57.0,0,25,31
34,26,31.0,58.0,0,26,30
34,27,70.0,58.0,0,27,32
34,28,77.0,66.0,0,28,33
34,29,58.0,68.0,0,29,35
34,30,88.0,68.0,0,30,34
34,31,20.0,70.0,0,31,37
34,32,12.0,72.0,0,32,38
34,33,79.0,73.0,0,33,39
34,34,91.0,77.0,0,34,40
34,35,64.0,79.0,0,35,41
34,36,53.0,81.0,0,36,42
34,37,18.0,83.0,0,37,43
34,38,44.0,85.0,0,38,44
34,39,92.0,86.0,0,39,45
34,40,76.0,88.0,0,40,47
34,41,84.0,90.0,0,41,48
35,1,27.0,6.0,0,1,1
35,2,79.0,6.0,0,2,2
35,3,18.0,10.0,0,3,3
35,4,42.0,12.0,0,4,5
35,5,76.0,14.0,0,5,6
35,6,12.0,19.0,0,6,8
35,7,45.0,22.0,0,7,9
35,8,92.0,22.0,0,8,10
35,9,83.0,26.0,0,9,11
35,10,54.0,29.0,0,10,12
35,11,91.0,30.0,0,11,13
35,12,68.0,35.0,0,12,14
35,13,6.0,38.0,0,13,15
35,14,87.0,40.0,0,14,17
35,15,37.0,45.0,0,15,18
35,16,19.0,46.0,0,16,19
35,17,10.0,47.0,0,17,20
35,18,44.0,47.0,0,18,22
35,19,65.0,47.0,0,19,23
35,20,27.0,48.0,0,20,21
35,21,74.0,49.0,0,21,24
35,22,89.0,50.0,0,22,25
35,23,52.0,56.0,0,23,26
35,24,77.0,57.0,0,24,28
35,25,23.0,58.0,0,25,27
35,26,69.0,59.0,0,26,29
35,27,86.0,60.0,0,27,30
35,28,36.0,62.0,0,28,31
35,29,59.0,62.0,0,29,32
35,30,7.0,63.0,0,30,33
35,31,29.0,70.0,0,31,35
35,32,20.0,71.0,0,32,36
35,33,12.0,73.0,0,33,39
35,34,29.0,78.0,0,34,40
35,35,6.0,79.0,0,35,41
35,36,65.0,79.0,0,36,42
35,37,40.0,83.0,0,37,44
35,38,80.0,84.0,0,38,45
35,39,27.0,86.0,0,39,46
35,40,5.0,90.0,0,40,47
35,41,16.0,91.0,0,41,48
35,42,42.0,93.0,0,42,50
35,43,73.0,93.0,0,43,51
36,1,49.0,9.0,0,1,1
36,2,11.0,10.0,0,2,2
36,3,30.0,10.0,0,3,3
36,4,61.0,11.0,0,4,4
36,5,72.0,16.0,0,5,5
36,6,5.0,18.0,0,6,6
36,7,29.0,19.0,0,7,7
36,8,31.0,26.0,0,8,10
36,9,50.0,28.0,0,9,11
36,10,88.0,28.0,0,10,12
36,11,63.857142857142854,29.071428571428573,0,11,13
36,12,15.0,30.0,0,12,14
36,13,79.0,32.0,0,13,15
36,14,61.09090909090909,32.90909090909091,0,14,16
36,15,29.0,34.0,0,15,17
36,16,39.0,37.0,0,16,18
36,17,66.0,42.0,0,17,20
36,18,30.0,44.0,0,18,22
36,19,85.0,44.0,0,19,21
36,20,73.0,45.0,0,20,23
36,21,47.0,47.0,0,21,24
36,22,58.0,48.0,0,22,25
36,23,93.0,51.0,0,23,26
36,24,42.0,54.0,0,24,28
36,25,79.0,54.0,0,25,29
36,26,6.0,56.0,0,26,30
36,27,91.0,60.0,0,27,32
36,28,25.0,61.0,0,28,33
36,29,57.0,61.0,0,29,31
36,30,65.0,62.0,0,30,34
36,31,43.0,63.0,0,31,35
36,32,13.0,64.0,0,32,36
36,33,75.0,65.0,0,33,37
36,34,31.0,70.0,0,34,38
36,35,17.0,72.0,0,35,39
36,36,45.0,73.0,0,36,41
36,37,55.0,76.0,0,37,42
36,38,72.0,78.0,0,38,43
36,39,92.0,78.0,0,39,44
36,40,13.0,79.0,0,40,45
36,41,39.0,81.0,0,41,46
36,42,18.0,87.0,0,42,47
36,43,42.0,87.0,0,43,48
36,44,47.0,93.0,0,44,49
36,45,71.0,93.0,0,45,51
37,1,56.0,6.0,0,1,2
37,2,40.0,11.0,0,2,3
37,3,67.0,15.0,0,3,7
37,4,27.0,16.0,0,4,5
37,5,51.0,16.0,0,5,6
37,6,12.0,18.0,0,6,9
37,7,59.0,21.0,0,7,10
37,8,44.0,25.0,0,8,11
37,9,48.857142857142854,25.928571428571427,0,9,12
37,10,10.0,27.0,0,10,13
37,11,19.0,27.0,0,11,14
37,12,32.0,28.0,0,12,15
37,13,63.0,31.0,0,13,16
37,14,79.0,32.0,0,14,17
37,15,12.0,33.0,0,15,18
37,16,55.0,36.0,0,16,19
37,17,21.0,40.0,0,17,20
37,18,45.0,43.0,0,18,21
37,19,74.0,43.0,0,19,22
37,20,58.0,47.0,0,20,23
37,21,47.0,49.0,0,21,24
37,22,88.0,49.0,0,22,26
37,23,24.0,51.0,0,23,25
37,24,35.0,51.0,0,24,27
37,25,67.0,51.0,0,25,28
37,26,8.0,52.0,0,26,29
37,27,78.0,57.0,0,27,31
37,28,58.0,59.0,0,28,32
37,29,90.0,60.0,0,29,33
37,30,29.0,61.0,0,30,34
37,31,39.0,62.0,0,31,35
37,32,79.0,65.0,0,32,36
37,33,17.0,67.0,0,33,37
37,34,50.0,67.0,0,34,38
37,35,62.0,68.0,0,35,39
37,36,38.0,71.0,0,36,40
37,37,69.0,71.0,0,37,41
37,38,62.0,77.0,0,38,44
37,39,79.0,77.0,0,39,45
37,40,47.0,80.0,0,40,46
37,41,23.0,85.0,0,41,48
37,42,58.0,85.0,0,42,49
37,43,37.0,87.0,0,43,51
37,44,13.0,92.0,0,44,53
37,45,81.0,94.0,0,45,55
38,1,33.0,7.0,0,1,1
38,2,62.90909090909091,7.090909090909091,0,2,2
38,3,22.0,11.0,0,3,5
38,4,62.0,11.333333333333334,0,4,3
38,5,12.0,12.0,0,5,4
38,6,90.0,17.0,0,6,8
38,7,30.0,21.0,0,7,9
38,8,75.0,22.0,0,8,11
38,9,64.0,24.0,0,9,13
38,10,51.0,25.0,0,10,12
38,11,25.0,28.0,0,11,14
38,12,87.0,31.0,0,12,15
38,13,76.0,33.0,0,13,16
38,14,17.0,35.0,0,14,17
38,15,6.0,36.0,0,15,19
38,16,41.0,36.0,0,16,18
38,17,60.0,41.0,0,17,21
38,18,85.0,41.0,0,18,22
38,19,76.0,45.0,0,19,23
38,20,42.0,46.0,0,20,24
38,21,17.0,47.0,0,21,25
38,22,51.0,48.0,0,22,26
38,23,60.0,51.0,0,23,27
38,24,40.0,54.0,0,24,28
38,25,91.0,56.0,0,25,29
38,26,28.0,57.0,0,26,30
38,27,49.0,59.0,0,27,31
38,28,63.0,61.0,0,28,33
38,29,12.0,65.0,0,29,35
38,30,92.0,65.0,0,30,34
38,31,44.0,68.0,0,31,37
38,32,63.0,69.0,0,32,38
38,33,85.0,69.0,0,33,39
38,34,52.0,70.0,0,34,40
38,35,92.0,75.0,0,35,42
38,36,42.0,78.0,0,36,43
38,37,11.0,79.0,0,37,44
38,38,31.0,85.0,0,38,46
38,39,43.0,87.0,0,39,47
38,40,9.0,89.0,0,40,48
38,41,20.0,90.0,0,41,49
38,42,37.0,93.0,0,42,50
39,1,43.0,8.0,0,1,1
39,2,63.0,10.0,0,2,2
39,3,69.0,14.0,0,3,4
39,4,33.0,15.0,0,4,6
39,5,53.0,16.0,0,5,7
39,6,18.0,17.0,0,6,8
39,7,13.0,23.0,0,7,10
39,8,44.0,24.0,0,8,11
39,9,73.0,24.0,0,9,12
39,10,25.0,28.0,0,10,13
39,11,64.0,28.0,0,11,15
39,12,55.0,29.0,0,12,14
39,13,75.0,32.0,0,13,16
39,14,88.0,33.0,0,14,17
39,15,13.0,35.0,0,15,18
39,16,29.0,37.0,0,16,19
39,17,52.0,39.0,0,17,21
39,18,72.0,42.0,0,18,22
39,19,83.0,43.0,0,19,23
39,20,12.0,47.0,0,20,25
39,21,70.0,57.0,0,21,29
39,22,15.0,58.0,0,22,28
39,23,22.0,64.0,0,23,32
39,24,45.0,64.0,0,24,31
39,25,62.0,66.0,0,25,33
39,26,77.0,66.0,0,26,34
39,27,37.0,70.0,0,27,35
39,28,56.0,72.0,0,28,37
39,29,25.0,73.0,0,29,36
39,30,91.0,74.0,0,30,38
39,31,49.0,78.0,0,31,39
39,32,79.0,82.0,0,32,40
39,33,36.0,88.0,0,33,41
39,34,81.0,93.0,0,34,44
40,1,9.0,8.0,0,1,1
40,2,53.0,11.0,0,2,4
40,3,17.0,13.0,0,3,5
40,4,5.0,18.0,0,4,7
40,5,60.0,20.0,0,5,8
40,6,75.0,20.0,0,6,9
40,7,22.0,23.0,0,7,10
40,8,37.0,25.0,0,8,11
40,9,68.0,28.0,0,9,12
40,10,10.0,30.0,0,10,13
40,11,79.0,35.0,0,11,15
40,12,30.0,38.0,0,12,16
40,13,73.0,40.0,0,13,18
40,14,12.0,41.0,0,14,17
40,15,50.0,49.0,0,15,21
40,16,39.0,51.0,0,16,22
40,17,15.0,52.0,0,17,23
40,18,63.0,54.0,0,18,24
40,19,73.0,57.0,0,19,26
40,20,82.0,57.0,0,20,27
40,21,24.0,58.0,0,21,25
40,22,58.0,60.0,0,22,28
40,23,48.0,61.0,0,23,29
40,24,10.0,67.0,0,24,30
40,25,85.0,67.0,0,25,33
40,26,72.0,68.0,0,26,32
40,27,32.0,69.0,0,27,31
40,28,55.0,69.0,0,28,34
40,29,92.0,71.0,0,29,35
40,30,22.0,74.0,0,30,36
40,31,65.0,75.0,0,31,37
40,32,6.0,77.0,0,32,38
40,33,14.0,77.0,0,33,39
40,34,69.0,84.0,0,34,42
40,35,20.0,86.0,0,35,43
40,36,90.0,88.0,0,36,46
40,37,10.0,89.0,0,37,44
40,38,63.0,90.0,0,38,45
40,39,75.0,91.0,0,39,47
41,1,48.0,6.0,0,1,1
41,2,66.0,7.0,0,2,2
41,3,89.0,8.0,0,3,3
41,4,16.0,10.0,0,4,4
41,5,41.0,14.0,0,5,5
41,6,55.0,14.0,0,6,7
41,7,72.0,17.0,0,7,8
41,8,92.0,18.0,0,8,9
41,9,15.0,20.0,0,9,10
41,10,49.0,22.0,0,10,11
41,11,54.0,25.0,0,11,13
41,12,73.0,34.0,0,12,18
41,13,52.0,35.0,0,13,19
41,14,77.0,42.0,0,14,20
41,15,61.0,43.0,0,15,21
41,16,81.85714285714286,42.92857142857143,0,16,22
41,17,37.0,44.0,0,17,23
41,18,50.0,47.0,0,18,24
41,19,68.0,47.0,0,19,25
41,20,21.0,49.0,0,20,26
41,21,5.0,52.0,0,21,27
41,22,89.0,54.0,0,22,28
41,23,38.0,57.0,0,23,29
41,24,58.0,57.0,0,24,30
41,25,24.0,60.0,0,25,32
41,26,70.0,60.0,0,26,31
41,27,10.0,61.0,0,27,33
41,28,48.0,64.0,0,28,34
41,29,84.0,64.0,0,29,35
41,30,64.0,69.0,0,30,36
41,31,35.0,70.0,0,31,37
41,32,17.0,72.0,0,32,38
41,33,72.0,73.0,0,33,39
41,34,89.0,76.0,0,34,40
41,35,67.0,78.0,0,35,42
41,36,10.0,80.0,0,36,43
41,37,78.0,83.0,0,37,44
41,38,91.0,87.0,0,38,46
42,1,61.0,7.0,0,1,1
42,2,29.0,11.0,0,2,2
42,3,42.0,11.0,0,3,3
42,4,53.0,11.0,0,4,4
42,5,15.0,18.0,0,5,5
42,6,64.0,20.0,0,6,6
42,7,27.0,21.0,0,7,7
42,8,43.0,24.0,0,8,10
42,9,6.0,28.0,0,9,11
42,10,68.0,30.0,0,10,14
42,11,88.0909090909091,36.09090909090909,0,11,15
42,12,50.0,37.0,0,12,17
42,13,92.33333333333333,37.0,0,13,16
42,14,68.0,41.0,0,14,19
42,15,14.0,42.0,0,15,20
42,16,60.0,42.0,0,16,21
42,17,43.0,50.0,0,17,22
42,18,67.0,54.0,0,18,23
42,19,18.0,57.0,0,19,24
42,20,38.0,58.0,0,20,25
42,21,49.0,59.0,0,21,26
42,22,5.0,63.0,0,22,27
42,23,72.0,63.0,0,23,28
42,24,64.0,65.0,0,24,29
42,25,25.0,66.0,0,25,30
42,26,36.0,71.0,0,26,31
42,27,92.0,72.0,0,27,32
42,28,77.0,80.0,0,28,34
42,29,5.0,81.0,0,29,33
42,30,93.0,84.0,0,30,35
42,31,57.0,85.0,0,31,36
42,32,67.0,87.0,0,32,37
42,33,27.0,88.0,0,33,38
42,34,47.0,92.0,0,34,39
42,35,40.0,94.0,0,35,40
43,1,88.0,6.0,0,1,1
43,2,76.0,7.0,0,2,2
43,3,14.0,8.0,0,3,3
43,4,40.0,9.0,0,4,4
43,5,28.0,13.0,0,5,6
43,6,83.0,15.0,0,6,7
43,7,8.0,18.0,0,7,8
43,8,45.0,18.0,0,8,9
43,9,60.0,20.0,0,9,10
43,10,16.0,21.0,0,10,11
43,11,91.0,23.0,0,11,12
43,12,33.0,25.0,0,12,13
43,13,11.0,27.0,0,13,14
43,14,22.0,32.0,0,14,16
43,15,53.0,33.0,0,15,17
43,16,35.0,35.0,0,16,18
43,17,73.0,44.0,0,17,23
43,18,38.0,47.0,0,18,25
43,19,86.0,49.0,0,19,26
43,20,14.0,50.0,0,20,27
43,21,47.0,53.0,0,21,28
43,22,81.0,55.0,0,22,29
43,23,71.0,56.0,0,23,30
43,24,18.0,58.0,0,24,31
43,25,33.0,62.0,0,25,32
43,26,55.0,64.0,0,26,33
43,27,78.0,64.0,0,27,34
43,28,15.0,69.0,0,28,35
43,29,46.0,70.0,0,29,37
43,30,88.0,70.0,0,30,38
43,31,29.0,72.0,0,31,39
43,32,37.0,72.0,0,32,40
43,33,22.0,79.0,0,33,42
43,34,92.0,79.0,0,34,43
43,35,43.0,80.0,0,35,44
43,36,33.0,84.0,0,36,45
43,37,86.0,85.0,0,37,46
43,38,71.0,90.0,0,38,47
44,1,68.0,7.0,0,1,1
44,2,35.0,8.0,0,2,2
44,3,14.0,9.0,0,3,4
44,4,80.0,11.0,0,4,5
44,5,92.0,11.0,0,5,3
44,6,43.0,19.0,0,6,7
44,7,53.0,19.0,0,7,6
44,8,15.0,21.0,0,8,8
44,9,35.0,21.0,0,9,9
44,10,67.0,22.0,0,10,10
44,11,25.0,27.0,0,11,11
44,12,40.0,28.0,0,12,12
44,13,49.0,29.0,0,13,13
44,14,79.0,30.0,0,14,14
44,15,5.0,33.0,0,15,15
44,16,17.0,38.0,0,16,16
44,17,37.0,38.0,0,17,17
44,18,48.0,39.0,0,18,18
44,19,56.0,40.0,0,19,19
44,20,69.0,40.0,0,20,21
44,21,26.0,41.0,0,21,20
44,22,20.0,48.0,0,22,23
44,23,63.0,48.0,0,23,22
44,24,53.0,49.0,0,24,24
44,25,65.0,58.0,0,25,28
44,26,50.0,59.0,0,26,29
44,27,78.0,63.0,0,27,30
44,28,40.0,66.0,0,28,31
44,29,55.0,67.0,0,29,32
44,30,66.0,69.0,0,30,33
44,31,56.0,80.0,0,31,38
44,32,60.0,88.0,0,32,41
44,33,24.0,89.0,0,33,42
44,34,13.0,93.0,0,34,44
45,1,14.0,8.0,0,1,2
45,2,37.0,12.0,0,2,3
45,3,42.0,22.0,0,3,5
45,4,51.0,24.0,0,4,7
45,5,6.0,25.0,0,5,8
45,6,60.0,32.0,0,6,11
45,7,26.0,34.0,0,7,12
45,8,90.0,36.0,0,8,14
45,9,69.0,39.0,0,9,16
45,10,43.0,41.0,0,10,17
45,11,64.0,42.0,0,11,18
45,12,88.0,48.0,0,12,19
45,13,26.0,49.0,0,13,20
45,14,79.0,53.0,0,14,22
45,15,5.0,54.0,0,15,21
45,16,16.0,58.0,0,16,24
45,17,39.0,62.0,0,17,26
45,18,92.0,62.0,0,18,25
45,19,35.09090909090909,63.90909090909091,0,19,27
45,20,15.0,69.0,0,20,29
45,21,52.0,71.0,0,21,30
45,22,61.0,78.0,0,22,32
45,23,22.0,79.0,0,23,33
45,24,92.0,82.0,0,24,34
45,25,41.0,84.0,0,25,36
45,26,15.0,88.0,0,26,37
45,27,49.0,93.0,0,27,38
45,28,73.0,93.0,0,28,39
46,1,45.0,6.0,0,1,1
46,2,49.8,6.0,0,2,2
46,3,30.0,10.0,0,3,4
46,4,66.0,14.0,0,4,5
46,5,60.0,25.0,0,5,11
46,6,78.0,27.0,0,6,12
46,7,88.0,32.0,0,7,13
46,8,56.0,38.0,0,8,16
46,9,71.0,38.0,0,9,17
46,10,39.0,42.0,0,10,18
46,11,26.0,48.0,0,11,19
46,12,67.0,50.0,0,12,20
46,13,13.0,51.0,0,13,21
46,14,49.0,51.0,0,14,22
46,15,85.0,53.0,0,15,23
46,16,58.0,60.0,0,16,25
46,17,70.0,60.0,0,17,26
46,18,79.0,62.0,0,18,27
46,19,91.0,63.0,0,19,28
46,20,42.0,64.0,0,20,29
46,21,8.0,68.0,0,21,30
46,22,67.0,69.0,0,22,31
46,23,42.0,79.0,0,23,32
46,24,52.0,81.0,0,24,33
46,25,32.0,82.0,0,25,34
46,26,63.0,85.0,0,26,35
46,27,74.0,86.0,0,27,36
47,1,52.0,6.0,0,1,2
47,2,38.0,7.0,0,2,3
47,3,67.0,15.0,0,3,4
47,4,56.0,16.0,0,4,5
47,5,46.0,17.0,0,5,7
47,6,32.0,22.0,0,6,8
47,7,79.0,26.0,0,7,10
47,8,52.0,28.0,0,8,11
47,9,72.0,30.0,0,9,12
47,10,91.0,34.0,0,10,13
47,11,11.0,35.0,0,11,14
47,12,51.0,35.0,0,12,15
47,13,63.0,39.0,0,13,16
47,14,15.0,47.0,0,14,19
47,15,5.0,49.0,0,15,20
47,16,28.0,50.0,0,16,21
47,17,50.0,51.0,0,17,22
47,18,68.0,52.0,0,18,23
47,19,58.0,53.0,0,19,25
47,20,87.0,53.0,0,20,24
47,21,16.0,57.0,0,21,27
47,22,88.0,58.0,0,22,26
47,23,5.0,62.0,0,23,28
47,24,43.0,64.0,0,24,30
47,25,33.0,67.0,0,25,31
47,26,12.0,68.0,0,26,32
