ImageNumber,ObjectNumber,Children_DilateObjects2_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_FilterObjects1
27,11,1,67.61111111111111,40.27777777777778,0,11,12
27,12,1,63.7,44.05,0,12,13
27,13,1,28.4,45.4,0,13,14
27,14,1,36.80952380952381,48.857142857142854,0,14,15
27,15,1,84.73333333333333,49.333333333333336,0,15,16
27,16,1,61.1,52.7,0,16,17
27,17,1,22.272727272727273,56.72727272727273,0,17,20
27,18,1,41.89473684210526,62.421052631578945,0,18,22
27,19,1,74.55555555555556,72.11111111111111,0,19,23
27,20,1,36.1,76.45,0,20,24
27,21,1,80.5,77.77777777777777,0,21,25
27,22,1,57.588235294117645,77.88235294117646,0,22,26
27,23,1,47.0,80.0,0,23,27
27,24,1,80.4,90.6,0,24,30
27,25,1,34.125,92.125,0,25,31
28,1,1,9.705882352941176,8.705882352941176,0,1,1
28,2,1,87.72727272727273,13.045454545454545,0,2,2
28,3,1,10.285714285714286,17.5,0,3,3
28,4,1,75.5,18.5,0,4,4
28,5,1,38.142857142857146,19.857142857142858,0,5,5
28,6,1,63.0,19.5,0,6,6
28,7,1,70.42105263157895,25.68421052631579,0,7,7
28,8,1,31.666666666666668,29.0,0,8,8
28,9,1,52.588235294117645,30.88235294117647,0,9,9
28,10,1,12.277777777777779,32.166666666666664,0,10,10
28,11,1,43.0,32.0,0,11,11
28,12,1,80.0,33.5,0,12,13
28,13,1,69.66666666666667,33.733333333333334,0,13,14
28,14,1,23.12,36.24,0,14,15
28,15,1,50.5,41.5,0,15,16
28,16,1,14.0,43.5,0,16,17
28,17,1,59.411764705882355,46.11764705882353,0,17,18
28,18,1,30.642857142857142,48.214285714285715,0,18,19
28,19,1,85.0,49.0,0,19,20
28,20,1,20.0,50.5,0,20,21
28,21,1,70.625,51.75,0,21,22
28,22,1,47.11764705882353,54.411764705882355,0,22,23
28,23,1,21.88235294117647,58.588235294117645,0,23,25
28,24,1,80.33333333333333,61.19047619047619,0,24,26
28,25,1,17.5,65.71428571428571,0,25,28
28,26,1,65.5,65.5,0,26,29
28,27,1,47.78260869565217,67.65217391304348,0,27,30
28,28,1,88.5,68.5,0,28,31
28,29,1,15.041666666666666,75.29166666666667,0,29,32
28,30,1,25.105263157894736,75.57894736842105,0,30,33
28,31,1,65.92,76.56,0,31,34
28,32,1,75.9,77.05,0,32,35
28,33,1,89.0,77.66666666666667,0,33,36
28,34,1,29.5,81.5,0,34,37
28,35,1,43.15384615384615,83.53846153846153,0,35,38
28,36,1,92.55555555555556,85.22222222222223,0,36,39
28,37,1,19.90909090909091,91.0909090909091,0,37,40
29,1,1,54.5,5.5,0,1,1
29,2,1,90.61904761904762,8.0,0,2,2
29,3,1,81.9090909090909,12.090909090909092,0,3,3
29,4,1,14.421052631578947,13.105263157894736,0,4,4
29,5,1,68.05263157894737,16.842105263157894,0,5,6
29,6,1,92.55555555555556,19.22222222222222,0,6,7
29,7,1,86.91666666666667,19.666666666666668,0,7,8
29,8,1,80.5,23.77777777777778,0,8,10
29,9,1,91.33333333333333,32.0,0,9,12
29,10,1,27.571428571428573,36.142857142857146,0,10,13
29,11,1,82.5,36.0,0,11,14
29,12,1,46.611111111111114,40.77777777777778,0,12,17
29,13,1,40.90909090909091,49.5,0,13,18
29,14,1,47.94117647058823,56.411764705882355,0,14,19
29,15,1,51.88235294117647,62.588235294117645,0,15,20
29,16,1,89.78947368421052,65.36842105263158,0,16,21
29,17,1,58.63157894736842,68.21052631578948,0,17,22
29,18,1,29.5,70.5,0,18,23
29,19,1,71.0,71.0,0,19,24
29,20,1,45.8421052631579,74.15789473684211,0,20,25
29,21,1,37.333333333333336,75.0,0,21,26
29,22,1,78.0,75.0,0,22,27
29,23,1,5.928571428571429,77.14285714285714,0,23,28
29,24,1,60.285714285714285,79.07142857142857,0,24,29
29,25,1,83.66666666666667,82.66666666666667,0,25,30
29,26,1,17.333333333333332,85.5,0,26,31
29,27,1,9.5,91.5,0,27,33
29,28,1,66.38095238095238,91.66666666666667,0,28,34
30,1,1,75.77272727272727,10.227272727272727,0,1,2
30,2,1,80.5,13.285714285714286,0,2,3
30,3,1,23.6,15.4,0,3,4
30,4,1,34.5,18.0,0,4,5
30,5,1,20.785714285714285,23.357142857142858,0,5,6
30,6,1,8.421052631578947,23.894736842105264,0,6,7
30,7,1,40.8421052631579,25.473684210526315,0,7,8
30,8,1,90.61538461538461,28.615384615384617,0,8,9
30,9,1,15.95,29.9,0,9,10
30,10,1,26.5,31.285714285714285,0,10,11
30,11,1,60.5,32.5,0,11,12
30,12,1,40.476190476190474,38.142857142857146,0,12,14
30,13,1,50.0,37.625,0,13,15
30,14,1,89.88235294117646,43.411764705882355,0,14,16
30,15,1,60.61904761904762,43.42857142857143,0,15,17
30,16,1,69.3,46.1,0,16,18
30,17,1,25.0,50.5,0,17,20
30,18,1,83.38461538461539,50.61538461538461,0,18,21
30,19,1,14.722222222222221,53.611111111111114,0,19,23
30,20,1,48.5,57.22222222222222,0,20,24
30,21,1,92.2,60.5,0,21,27
30,22,1,40.88235294117647,63.588235294117645,0,22,28
30,23,1,61.166666666666664,65.66666666666667,0,23,29
30,24,1,18.541666666666668,66.79166666666667,0,24,30
30,25,1,88.28571428571429,68.5,0,25,31
30,26,1,46.42857142857143,72.61904761904762,0,26,32
30,27,1,26.894736842105264,76.42105263157895,0,27,33
30,28,1,50.0,82.5,0,28,35
30,29,1,70.75,83.4375,0,29,36
30,30,1,57.0,87.0,0,30,37
30,31,1,7.421052631578948,88.10526315789474,0,31,38
30,32,1,81.5,91.22222222222223,0,32,39
31,1,1,89.89473684210526,10.421052631578947,0,1,1
31,2,1,63.5,10.714285714285714,0,2,2
31,3,1,76.0,15.368421052631579,0,3,3
31,4,1,45.578947368421055,17.105263157894736,0,4,4
31,5,1,58.91304347826087,18.608695652173914,0,5,5
31,6,1,87.89473684210526,19.42105263157895,0,6,6
31,7,1,37.588235294117645,24.88235294117647,0,7,7
31,8,1,74.26666666666667,26.333333333333332,0,8,8
31,9,1,54.6,28.6,0,9,9
31,10,1,84.6470588235294,28.529411764705884,0,10,10
31,11,1,66.6086956521739,34.56521739130435,0,11,12
31,12,1,80.52380952380952,38.19047619047619,0,12,13
31,13,1,16.285714285714285,41.5,0,13,14
31,14,1,78.9,42.8,0,14,16
31,15,1,60.888888888888886,48.888888888888886,0,15,17
31,16,1,54.77777777777778,54.611111111111114,0,16,18
31,17,1,88.5,56.5,0,17,19
31,18,1,78.0,58.0,0,18,20
31,19,1,25.842105263157894,58.8421052631579,0,19,21
31,20,1,42.5,58.714285714285715,0,20,22
31,21,1,17.64,65.64,0,21,23
31,22,1,68.5,64.0,0,22,24
31,23,1,47.411764705882355,68.11764705882354,0,23,25
31,24,1,31.0,70.27777777777777,0,24,26
31,25,1,11.894736842105264,72.57894736842105,0,25,27
31,26,1,58.588235294117645,74.11764705882354,0,26,28
31,27,1,68.5,74.5,0,27,30
31,28,1,92.06666666666666,76.33333333333333,0,28,31
31,29,1,10.5,81.5,0,29,32
31,30,1,20.88235294117647,81.58823529411765,0,30,33
31,31,1,53.421052631578945,82.10526315789474,0,31,34
31,32,1,82.33333333333333,82.33333333333333,0,32,35
31,33,1,46.611111111111114,89.66666666666667,0,33,36
31,34,1,32.5,91.71428571428571,0,34,38
32,1,1,12.375,8.0625,0,1,1
32,2,1,53.588235294117645,9.882352941176471,0,2,2
32,3,1,61.8421052631579,9.842105263157896,0,3,3
32,4,1,86.75,9.5625,0,4,4
32,5,1,71.5,17.77777777777778,0,5,6
32,6,1,33.4,23.4,0,6,7
32,7,1,20.714285714285715,25.5,0,7,8
32,8,1,10.363636363636363,27.09090909090909,0,8,9
32,9,1,44.111111111111114,27.27777777777778,0,9,10
32,10,1,66.95,31.25,0,10,11
32,11,1,92.05555555555556,32.833333333333336,0,11,12
32,12,1,50.5,33.0,0,12,13
32,13,1,36.285714285714285,39.5,0,13,14
32,14,1,43.588235294117645,41.11764705882353,0,14,15
32,15,1,64.5,41.77777777777778,0,15,16
32,16,1,86.96428571428571,42.107142857142854,0,16,17
32,17,1,51.05263157894737,44.78947368421053,0,17,18
32,18,1,24.571428571428573,45.38095238095238,0,18,19
32,19,1,14.5,51.3,0,19,20
32,20,1,38.90909090909091,52.36363636363637,0,20,21
32,21,1,76.30434782608695,51.78260869565217,0,21,22
32,22,1,56.578947368421055,53.10526315789474,0,22,23
32,23,1,47.0,55.5,0,23,24
32,24,1,84.7,59.1,0,24,25
32,25,1,46.266666666666666,63.666666666666664,0,25,27
32,26,1,65.61538461538461,65.38461538461539,0,26,28
32,27,1,73.07692307692308,70.11538461538461,0,27,29
32,28,1,27.11764705882353,71.41176470588235,0,28,31
32,29,1,34.94736842105263,72.78947368421052,0,29,32
32,30,1,57.22222222222222,79.11111111111111,0,30,35
32,31,1,46.5,81.77777777777777,0,31,36
32,32,1,13.5,89.0,0,32,38
32,33,1,43.19047619047619,90.14285714285714,0,33,39
33,1,1,22.5,5.5,0,1,1
33,2,1,37.0,6.0,0,2,2
33,3,1,85.0,6.5,0,3,3
33,4,1,56.4,11.6,0,4,4
33,5,1,7.125,15.958333333333334,0,5,6
33,6,1,39.5,16.0,0,6,7
33,7,1,69.42105263157895,16.105263157894736,0,7,8
33,8,1,59.95,20.7,0,8,9
33,9,1,14.157894736842104,23.157894736842106,0,9,10
33,10,1,64.51851851851852,32.2962962962963,0,10,11
33,11,1,92.0,32.5,0,11,12
33,12,1,16.5,32.5,0,12,13
33,13,1,25.51851851851852,37.666666666666664,0,13,14
33,14,1,90.5,42.77777777777778,0,14,15
33,15,1,32.76190476190476,45.142857142857146,0,15,16
33,16,1,30.357142857142858,52.357142857142854,0,16,18
33,17,1,53.5,52.77777777777778,0,17,19
33,18,1,85.71428571428571,52.5,0,18,20
33,19,1,76.5,57.0,0,19,21
33,20,1,56.4,65.6,0,20,23
33,21,1,76.8,67.25,0,21,24
33,22,1,40.44444444444444,67.55555555555556,0,22,25
33,23,1,17.5,67.5,0,23,26
33,24,1,26.5,69.5,0,24,27
33,25,1,91.57894736842105,68.89473684210526,0,25,28
33,26,1,8.090909090909092,73.0909090909091,0,26,29
33,27,1,71.05555555555556,73.88888888888889,0,27,30
33,28,1,32.5,76.0,0,28,31
33,29,1,14.85,83.45,0,29,32
33,30,1,32.8421052631579,84.15789473684211,0,30,33
33,31,1,88.13636363636364,83.27272727272727,0,31,35
33,32,1,66.5,85.5,0,32,36
33,33,1,55.09090909090909,91.0909090909091,0,33,38
34,1,1,40.11764705882353,7.588235294117647,0,1,1
34,2,1,89.5,8.0,0,2,2
34,3,1,29.285714285714285,10.5,0,3,3
34,4,1,15.923076923076923,13.384615384615385,0,4,4
34,5,1,49.4,14.6,0,5,5
34,6,1,36.0,16.0,0,6,6
34,7,1,76.3157894736842,18.05263157894737,0,7,7
34,8,1,64.5,23.5,0,8,8
34,9,1,6.5,25.5,0,9,9
34,10,1,86.5,25.5,0,10,11
34,11,1,74.4,26.6,0,11,12
34,12,1,14.6,31.4,0,12,13
34,13,1,33.08695652173913,31.434782608695652,0,13,14
34,14,1,42.75,32.25,0,14,15
34,15,1,59.5,33.5,0,15,16
34,16,1,73.5,36.0,0,16,17
34,17,1,23.0,37.625,0,17,18
34,18,1,53.333333333333336,41.791666666666664,0,18,19
34,19,1,65.1875,44.375,0,19,20
34,20,1,82.71428571428571,44.5,0,20,21
34,21,1,43.11764705882353,45.588235294117645,0,21,22
34,22,1,11.2,47.733333333333334,0,22,23
34,23,1,91.52631578947368,48.63157894736842,0,23,24
34,24,1,61.705882352941174,51.705882352941174,0,24,25
34,25,1,31.75,57.55,0,25,26
34,26,1,84.375,56.75,0,26,27
34,27,1,71.41176470588235,58.11764705882353,0,27,28
34,28,1,77.5,65.5,0,28,29
34,29,1,59.22222222222222,67.5,0,29,30
34,30,1,89.22222222222223,67.5,0,30,31
34,31,1,29.636363636363637,68.9090909090909,0,31,32
34,32,1,21.047619047619047,69.66666666666667,0,32,33
34,33,1,12.375,72.0,0,33,34
34,34,1,80.05,73.1,0,34,35
34,35,1,91.61538461538461,77.38461538461539,0,35,36
34,36,1,5.875,78.125,0,36,37
34,37,1,65.35,78.6,0,37,38
34,38,1,54.588235294117645,81.11764705882354,0,38,39
34,39,1,19.7,83.4,0,39,40
34,40,1,45.5,84.5,0,40,41
34,41,1,60.93333333333333,88.66666666666667,0,41,42
35,1,1,27.1875,6.1875,0,1,1
35,2,1,79.6,6.4,0,2,2
35,3,1,19.0,9.5,0,3,3
35,4,1,6.5,10.714285714285714,0,4,4
35,5,1,42.5,13.0,0,5,5
35,6,1,13.214285714285714,18.357142857142858,0,6,7
35,7,1,45.411764705882355,22.11764705882353,0,7,8
35,8,1,92.0909090909091,21.636363636363637,0,8,9
35,9,1,83.33333333333333,26.933333333333334,0,9,10
35,10,1,54.8421052631579,29.157894736842106,0,10,11
35,11,1,91.5,30.0,0,11,12
35,12,1,69.4375,34.25,0,12,13
35,13,1,6.75,37.95,0,13,14
35,14,1,87.5,39.77777777777778,0,14,16
35,15,1,37.53333333333333,44.86666666666667,0,15,17
35,16,1,19.5,46.0,0,16,18
35,17,1,10.5,47.22222222222222,0,17,19
35,18,1,27.22222222222222,47.5,0,18,20
35,19,1,45.5,47.0,0,19,21
35,20,1,65.94444444444444,47.166666666666664,0,20,22
35,21,1,74.5,48.5,0,21,23
35,22,1,90.1875,50.0,0,22,24
35,23,1,23.5,57.5,0,23,25
35,24,1,69.5,59.0,0,24,26
35,25,1,87.41176470588235,60.11764705882353,0,25,27
35,26,1,36.4,61.6,0,26,28
35,27,1,60.42857142857143,61.61904761904762,0,27,29
35,28,1,8.333333333333334,63.0,0,28,30
35,29,1,76.63636363636364,66.9090909090909,0,29,31
35,30,1,20.75,71.05,0,30,33
35,31,1,71.61538461538461,71.61538461538461,0,31,35
35,32,1,12.588235294117647,73.11764705882354,0,32,36
35,33,1,30.11764705882353,77.41176470588235,0,33,37
35,34,1,7.090909090909091,78.95454545454545,0,34,38
35,35,1,65.84210526315789,79.15789473684211,0,35,39
35,36,1,40.8421052631579,83.15789473684211,0,36,40
35,37,1,28.17391304347826,85.6086956521739,0,37,42
35,38,1,5.583333333333333,89.25,0,38,43
35,39,1,17.25,91.45,0,39,44
35,40,1,43.5,92.5,0,40,46
36,1,1,50.333333333333336,9.0,0,1,1
36,2,1,12.0,10.0,0,2,2
36,3,1,31.0,9.5,0,3,3
36,4,1,62.5,10.5,0,4,4
36,5,1,72.5,16.0,0,5,5
36,6,1,6.4,17.6,0,6,6
36,7,1,29.8125,18.8125,0,7,7
36,8,1,18.571428571428573,21.61904761904762,0,8,9
36,9,1,31.63157894736842,25.789473684210527,0,9,10
36,10,1,50.95454545454545,28.09090909090909,0,10,11
36,11,1,65.11111111111111,28.833333333333332,0,11,12
36,12,1,89.0,28.0,0,12,13
36,13,1,80.33333333333333,32.0,0,13,14
36,14,1,62.411764705882355,32.94117647058823,0,14,15
36,15,1,30.1,34.05,0,15,16
36,16,1,39.5,37.0,0,16,17
36,17,1,67.5,41.5,0,17,18
36,18,1,85.78260869565217,44.47826086956522,0,18,20
36,19,1,74.21428571428571,45.357142857142854,0,19,21
36,20,1,47.5,47.0,0,20,22
36,21,1,60.0,47.666666666666664,0,21,23
36,22,1,42.4,53.6,0,22,25
36,23,1,80.34782608695652,54.47826086956522,0,23,26
36,24,1,6.947368421052632,56.526315789473685,0,24,27
36,25,1,58.0,60.5,0,25,28
36,26,1,91.58823529411765,59.88235294117647,0,26,29
36,27,1,26.285714285714285,61.5,0,27,30
36,28,1,65.5,61.714285714285715,0,28,31
36,29,1,43.76470588235294,63.411764705882355,0,29,32
36,30,1,13.6,63.6,0,30,33
36,31,1,75.77777777777777,64.61111111111111,0,31,34
36,32,1,32.15384615384615,69.53846153846153,0,32,35
36,33,1,17.157894736842106,71.36842105263158,0,33,36
36,34,1,45.73684210526316,72.63157894736842,0,34,37
36,35,1,56.05263157894737,76.15789473684211,0,35,38
36,36,1,73.5,77.77272727272727,0,36,39
36,37,1,13.411764705882353,78.88235294117646,0,37,40
36,38,1,19.05,87.25,0,38,42
36,39,1,43.0,87.8,0,39,43
36,40,1,72.0,92.0,0,40,44
37,1,1,57.5,6.285714285714286,0,1,1
37,2,1,42.30769230769231,10.807692307692308,0,2,2
37,3,1,28.59090909090909,15.136363636363637,0,3,3
37,4,1,51.6,15.6,0,4,4
37,5,1,67.88235294117646,14.529411764705882,0,5,5
37,6,1,12.882352941176471,17.58823529411765,0,6,6
37,7,1,44.05,24.6,0,7,8
37,8,1,10.615384615384615,26.384615384615383,0,8,9
37,9,1,50.0,26.375,0,9,10
37,10,1,33.333333333333336,28.125,0,10,12
37,11,1,63.94736842105263,30.36842105263158,0,11,13
37,12,1,79.5,31.77777777777778,0,12,14
37,13,1,13.0,33.375,0,13,15
37,14,1,55.857142857142854,36.142857142857146,0,14,16
37,15,1,21.608695652173914,39.391304347826086,0,15,17
37,16,1,45.18181818181818,41.45454545454545,0,16,18
37,17,1,75.5,43.5,0,17,19
37,18,1,24.77777777777778,50.5,0,18,20
37,19,1,49.5,49.5,0,19,21
37,20,1,35.72727272727273,51.13636363636363,0,20,23
37,21,1,68.3157894736842,50.8421052631579,0,21,24
37,22,1,58.214285714285715,59.0,0,22,27
37,23,1,30.5,60.5,0,23,28
37,24,1,90.41176470588235,60.11764705882353,0,24,29
37,25,1,39.22222222222222,62.5,0,25,30
37,26,1,18.0,66.66666666666667,0,26,32
37,27,1,50.95,66.75,0,27,33
37,28,1,62.5,68.0,0,28,34
37,29,1,38.89473684210526,70.42105263157895,0,29,35
37,30,1,79.61538461538461,76.8076923076923,0,30,38
37,31,1,62.36363636363637,76.27272727272727,0,31,39
37,32,1,58.77777777777778,84.5,0,32,41
37,33,1,38.5,86.5,0,33,42
38,1,1,64.33333333333333,6.333333333333333,0,1,1
38,2,1,34.25,6.75,0,2,2
38,3,1,12.56,11.88,0,3,3
38,4,1,62.94117647058823,10.647058823529411,0,4,5
38,5,1,91.5,17.22222222222222,0,5,7
38,6,1,30.84,20.88,0,6,8
38,7,1,75.5,22.5,0,7,10
38,8,1,64.5,24.5,0,8,12
38,9,1,25.954545454545453,28.363636363636363,0,9,13
38,10,1,87.9,30.95,0,10,14
38,11,1,77.4,33.4,0,11,15
38,12,1,17.428571428571427,35.61904761904762,0,12,16
38,13,1,41.4,36.4,0,13,17
38,14,1,6.461538461538462,35.96153846153846,0,14,18
38,15,1,61.4,40.4,0,15,19
38,16,1,85.42105263157895,41.10526315789474,0,16,20
38,17,1,76.57142857142857,44.38095238095238,0,17,21
38,18,1,18.75,46.75,0,18,23
38,19,1,52.285714285714285,47.5,0,19,24
38,20,1,60.6,50.6,0,20,25
38,21,1,40.5,54.0,0,21,26
38,22,1,91.9090909090909,55.63636363636363,0,22,27
38,23,1,28.5,56.5,0,23,28
38,24,1,50.285714285714285,58.535714285714285,0,24,29
38,25,1,12.862068965517242,65.44827586206897,0,25,31
38,26,1,85.77777777777777,68.5,0,26,34
38,27,1,12.32,78.96,0,27,37
38,28,1,31.666666666666668,84.38888888888889,0,28,39
38,29,1,9.88,88.96,0,29,41
38,30,1,21.41176470588235,89.88235294117646,0,30,42
38,31,1,37.833333333333336,92.08333333333333,0,31,43
39,1,1,43.95,8.25,0,1,1
39,2,1,70.0,13.666666666666666,0,2,2
39,3,1,53.44,15.2,0,3,4
39,4,1,33.8,15.56,0,4,5
39,5,1,19.375,16.75,0,5,6
39,6,1,14.411764705882353,23.11764705882353,0,6,7
39,7,1,74.4,23.6,0,7,8
39,8,1,45.0,24.0,0,8,9
39,9,1,26.0,28.0,0,9,10
39,10,1,64.92857142857143,28.285714285714285,0,10,11
39,11,1,88.63636363636364,32.5,0,11,13
39,12,1,13.5,34.5,0,12,14
39,13,1,29.157894736842106,37.31578947368421,0,13,15
39,14,1,73.08695652173913,41.52173913043478,0,14,18
39,15,1,12.5,47.5,0,15,19
39,16,1,15.857142857142858,57.80952380952381,0,16,20
39,17,1,45.44444444444444,64.37037037037037,0,17,21
39,18,1,23.391304347826086,64.21739130434783,0,18,22
39,19,1,63.31578947368421,65.84210526315789,0,19,23
39,20,1,78.43478260869566,66.3913043478261,0,20,24
39,21,1,37.90909090909091,70.04545454545455,0,21,25
39,22,1,26.0,72.5,0,22,26
39,23,1,57.5,72.5,0,23,27
39,24,1,91.5,73.5,0,24,28
39,25,1,49.88,77.36,0,25,29
39,26,1,80.0,81.85714285714286,0,26,30
40,1,1,54.08,11.44,0,1,3
40,2,1,6.5,17.22222222222222,0,2,5
40,3,1,61.0,20.0,0,3,6
40,4,1,76.05263157894737,20.31578947368421,0,4,7
40,5,1,22.6,22.6,0,5,8
40,6,1,37.5,24.5,0,6,9
40,7,1,68.36842105263158,27.94736842105263,0,7,10
40,8,1,10.578947368421053,29.894736842105264,0,8,11
40,9,1,79.96,35.24,0,9,12
40,10,1,12.894736842105264,40.421052631578945,0,10,14
40,11,1,73.84210526315789,40.1578947368421,0,11,15
40,12,1,50.464285714285715,48.75,0,12,16
40,13,1,63.6,53.6,0,13,19
40,14,1,83.10526315789474,56.578947368421055,0,14,20
40,15,1,25.210526315789473,57.63157894736842,0,15,21
40,16,1,59.0,59.5,0,16,22
40,17,1,48.95,60.75,0,17,23
40,18,1,11.25,67.4,0,18,24
40,19,1,32.0,67.16666666666667,0,19,25
40,20,1,72.25,67.25,0,20,26
40,21,1,85.89473684210526,66.57894736842105,0,21,27
40,22,1,92.5,70.5,0,22,30
40,23,1,23.5,74.5,0,23,31
40,24,1,65.4090909090909,74.5909090909091,0,24,32
40,25,1,6.894736842105263,76.57894736842105,0,25,33
40,26,1,69.88235294117646,83.58823529411765,0,26,36
40,27,1,10.653846153846153,88.5,0,27,39
40,28,1,63.72727272727273,90.04545454545455,0,28,40
40,29,1,75.5,90.77777777777777,0,29,41
41,1,1,48.5,6.0,0,1,1
41,2,1,66.47058823529412,7.352941176470588,0,2,2
41,3,1,89.72222222222223,8.166666666666666,0,3,3
41,4,1,42.09090909090909,14.090909090909092,0,4,4
41,5,1,55.470588235294116,14.117647058823529,0,5,5
41,6,1,72.19047619047619,16.952380952380953,0,6,6
41,7,1,92.11111111111111,17.666666666666668,0,7,7
41,8,1,15.157894736842104,19.842105263157894,0,8,8
41,9,1,55.11764705882353,24.823529411764707,0,9,10
41,10,1,17.854166666666668,34.208333333333336,0,10,11
41,11,1,52.45454545454545,35.18181818181818,0,11,13
41,12,1,61.5,42.5,0,12,15
41,13,1,37.916666666666664,44.083333333333336,0,13,17
41,14,1,68.85714285714286,47.142857142857146,0,14,19
41,15,1,22.0,48.666666666666664,0,15,20
41,16,1,6.1875,52.1875,0,16,21
41,17,1,38.89473684210526,57.421052631578945,0,17,23
41,18,1,58.48148148148148,56.370370370370374,0,18,24
41,19,1,70.89655172413794,59.172413793103445,0,19,25
41,20,1,10.88888888888889,61.27777777777778,0,20,26
41,21,1,25.105263157894736,60.421052631578945,0,21,27
41,22,1,85.5,63.22222222222222,0,22,29
41,23,1,64.5625,68.625,0,23,30
41,24,1,35.88,70.44,0,24,31
41,25,1,73.11764705882354,72.41176470588235,0,25,32
41,26,1,18.291666666666668,72.20833333333333,0,26,33
41,27,1,89.5,76.0,0,27,34
41,28,1,68.28571428571429,77.5,0,28,35
41,29,1,10.652173913043478,80.21739130434783,0,29,36
41,30,1,79.0,83.0,0,30,37
41,31,1,91.5,86.5,0,31,38
42,1,1,25.76923076923077,5.461538461538462,0,1,1
42,2,1,62.5,6.5,0,2,2
42,3,1,30.5,11.285714285714286,0,3,3
42,4,1,43.10526315789474,10.947368421052632,0,4,4
42,5,1,54.421052631578945,11.105263157894736,0,5,5
42,6,1,15.619047619047619,18.0,0,6,6
42,7,1,26.5,21.0,0,7,8
42,8,1,44.421052631578945,23.894736842105264,0,8,9
42,9,1,6.538461538461538,28.153846153846153,0,9,10
42,10,1,68.5,30.5,0,10,11
42,11,1,51.63157894736842,37.05263157894737,0,11,13
42,12,1,92.0,37.0,0,12,14
42,13,1,69.0,40.5,0,13,15
42,14,1,14.882352941176471,41.588235294117645,0,14,16
42,15,1,43.73684210526316,50.1578947368421,0,15,18
42,16,1,67.5,54.0,0,16,19
42,17,1,18.90909090909091,56.90909090909091,0,17,20
42,18,1,38.421052631578945,57.10526315789474,0,18,21
42,19,1,50.35294117647059,58.470588235294116,0,19,22
42,20,1,6.333333333333333,63.0,0,20,23
42,21,1,72.5,63.22222222222222,0,21,24
42,22,1,64.3913043478261,64.91304347826087,0,22,25
42,23,1,25.894736842105264,65.42105263157895,0,23,26
42,24,1,92.07692307692308,71.3076923076923,0,24,28
42,25,1,77.89473684210526,79.57894736842105,0,25,30
42,26,1,57.89473684210526,85.42105263157895,0,26,31
42,27,1,67.5,86.5,0,27,32
42,28,1,28.36,88.0,0,28,33
42,29,1,48.10526315789474,91.57894736842105,0,29,34
43,1,1,77.41176470588235,6.882352941176471,0,1,2
43,2,1,14.925925925925926,8.407407407407407,0,2,3
43,3,1,40.77777777777778,8.5,0,3,4
43,4,1,29.25,12.25,0,4,5
43,5,1,84.22222222222223,14.944444444444445,0,5,6
43,6,1,8.75,17.55,0,6,7
43,7,1,45.6,17.6,0,7,8
43,8,1,60.5,19.5,0,8,9
43,9,1,17.11764705882353,21.41176470588235,0,9,10
43,10,1,91.36842105263158,22.94736842105263,0,10,11
43,11,1,33.411764705882355,24.88235294117647,0,11,12
43,12,1,12.384615384615385,26.384615384615383,0,12,13
43,13,1,23.157894736842106,32.1578947368421,0,13,14
43,14,1,35.89473684210526,35.421052631578945,0,14,16
43,15,1,74.04166666666667,44.125,0,15,17
43,16,1,86.6,48.6,0,16,20
43,17,1,48.333333333333336,52.666666666666664,0,17,22
43,18,1,81.75,54.583333333333336,0,18,23
43,19,1,71.95,55.75,0,19,24
43,20,1,18.894736842105264,57.578947368421055,0,20,25
43,21,1,55.074074074074076,62.44444444444444,0,21,27
43,22,1,46.5,69.5,0,22,31
43,23,1,88.57142857142857,69.57142857142857,0,23,32
43,24,1,29.5,71.5,0,24,33
43,25,1,92.11111111111111,78.66666666666667,0,25,36
43,26,1,22.952380952380953,79.19047619047619,0,26,37
43,27,1,33.65384615384615,83.5,0,27,39
43,28,1,86.80952380952381,85.14285714285714,0,28,40
43,29,1,71.41176470588235,89.88235294117646,0,29,41
44,1,1,69.11764705882354,6.411764705882353,0,1,1
44,2,1,36.095238095238095,7.476190476190476,0,2,2
44,3,1,15.44,8.92,0,3,3
44,4,1,80.89473684210526,11.421052631578947,0,4,4
44,5,1,53.607142857142854,18.535714285714285,0,5,5
44,6,1,44.1578947368421,18.736842105263158,0,6,6
44,7,1,16.333333333333332,21.0,0,7,7
44,8,1,36.0,21.8,0,8,8
44,9,1,25.727272727272727,26.5,0,9,10
44,10,1,49.5,28.5,0,10,11
44,11,1,40.75,28.458333333333332,0,11,12
44,12,1,80.09677419354838,30.193548387096776,0,12,13
44,13,1,6.0,32.5,0,13,14
44,14,1,17.9,38.1,0,14,15
44,15,1,48.0,38.0,0,15,16
44,16,1,56.473684210526315,39.63157894736842,0,16,18
44,17,1,69.92307692307692,40.0,0,17,19
44,18,1,27.0,41.0,0,18,20
44,19,1,63.714285714285715,47.5,0,19,22
44,20,1,21.11764705882353,47.588235294117645,0,20,23
44,21,1,53.5625,49.25,0,21,24
44,22,1,66.10526315789474,58.421052631578945,0,22,26
44,23,1,50.75,58.95,0,23,27
44,24,1,79.0,62.78947368421053,0,24,28
44,25,1,40.666666666666664,66.14285714285714,0,25,29
44,26,1,55.875,66.9375,0,26,30
44,27,1,67.0909090909091,69.0909090909091,0,27,31
44,28,1,57.1578947368421,79.6842105263158,0,28,34
